workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,hard,apple,texture,food,3,0.96,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,short,fan,size,furniture,4,0.04,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,round,fan,shape,furniture,5,0.95,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,purple,TV,color,furniture,6,0.05,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,good,couch,quality,furniture,7,0.95,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,brown,chair,color,furniture,8,0.96,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,metal,banana,material,food,9,0.96,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,new,desk,age,furniture,10,0.98,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,tiny,carrot,size,food,11,0.95,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,square,banana,shape,food,12,0.95,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,soft,cheese,texture,food,13,0.04,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,plastic,desk,material,furniture,14,0.97,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,huge,fan,size,furniture,15,0.04,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,long,cheese,size,food,16,0.96,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,wooden,chair,material,furniture,17,0.1,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,fresh,carrot,age,food,18,0.07,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,green,cheese,color,food,19,0.99,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,bad,tomato,quality,food,20,0.91,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,yellow,tomato,color,food,21,0.05,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,smooth,banana,texture,food,22,0.03,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,blue,apple,color,food,23,0.94,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,old,tomato,age,food,24,0.96,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,red,TV,color,furniture,25,0.01,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
